,titre,adresse,note,Free High Speed Internet (WiFi),Bar / lounge,Fitness Center with Gym / Workout Room,Parking,Breakfast,Free breakfast,Restaurant,Pool,Ville,prix_moyenne,test,Ville_tsf
1271,St. Aiden's Guesthouse,"[""Saint Aiden's Guest House 32 Brighton Road Rathgar, Dublin D06 CT95 Ireland"", '1 Shantalla road, Dublin Ireland', '61A Mountjoy Street, Dublin D07 AX51 Ireland', ""35 sir John Rogerson's Quay, Dublin 2 Ireland"", 'Dame Street College Green, Dublin 2 Ireland', ""D'Olier Street, Dublin D2 Ireland"", 'Seaview 166 Bettyglen Raheny, Dublin 5 Ireland', 'Avalon House 55 Aungier Street, Dublin 2 Ireland', '52 Middle Abbey Street, Dublin 1 Ireland', '28 Leinster Square Rathmines, Dublin D06 WD36 Ireland', 'Ballsbridge, Dublin Dublin 4 Ireland', '37 Garville Avenue, Dublin D6 Ireland', '10 Palace Place, London SW1E 5BW England', '10 Godliman Street, London EC4V 5AJ England', '190 Bermondsey Street, London SE1 3TQ England', '31-33 Bedford Street Covent Garden, London WC2E 9ED England', '25 Courtfield Gardens, London SW5 0PG England', '46 Blackfriars Road, London SE1 8NZ England', '10 Argyle Street, London WC1H 8EG England', '199 - 206 High Holborn, London WC1V 7BD England', ""8 St. Martin's Place, London WC2N 4JH England"", '40 Marsh Wall, London E14 9TP England', 'Greenwich High Road Greenwich, London SE10 8JA England', '16-18 Argyle Street, London WC1H 8EG England']",3.0,1,1,1,1,0,1,1,1,London,148,222,4
1272,St. Aiden's Guesthouse,"[""Saint Aiden's Guest House 32 Brighton Road Rathgar, Dublin D06 CT95 Ireland"", '1 Shantalla road, Dublin Ireland', '61A Mountjoy Street, Dublin D07 AX51 Ireland', ""35 sir John Rogerson's Quay, Dublin 2 Ireland"", 'Dame Street College Green, Dublin 2 Ireland', ""D'Olier Street, Dublin D2 Ireland"", 'Seaview 166 Bettyglen Raheny, Dublin 5 Ireland', 'Avalon House 55 Aungier Street, Dublin 2 Ireland', '52 Middle Abbey Street, Dublin 1 Ireland', '28 Leinster Square Rathmines, Dublin D06 WD36 Ireland', 'Ballsbridge, Dublin Dublin 4 Ireland', '37 Garville Avenue, Dublin D6 Ireland', '10 Palace Place, London SW1E 5BW England', '10 Godliman Street, London EC4V 5AJ England', '190 Bermondsey Street, London SE1 3TQ England', '31-33 Bedford Street Covent Garden, London WC2E 9ED England', '25 Courtfield Gardens, London SW5 0PG England', '46 Blackfriars Road, London SE1 8NZ England', '10 Argyle Street, London WC1H 8EG England', '199 - 206 High Holborn, London WC1V 7BD England', ""8 St. Martin's Place, London WC2N 4JH England"", '40 Marsh Wall, London E14 9TP England', 'Greenwich High Road Greenwich, London SE10 8JA England', '16-18 Argyle Street, London WC1H 8EG England']",3.0,1,1,1,1,0,1,1,1,London,148,222,4
1273,Paramount Hotel Temple Bar,"['7-8 Exchange Street Upper Temple Bar, Dublin 2 Ireland', '3 Islington Avenue, Dublin Ireland', 'The Parliament Hotel 16 Lord Edward Street, Dublin D02 TD73 Ireland', '90-93 Marlborough Street, Dublin D1 Ireland', '5 Upper Saint Columbus Road Drumcondra, Dublin DUBLIN 9 Ireland', 'Glenkeen House 225 Tyrconnell Road Inchicore, Dublin Ireland', 'The Adams Trinity Hotel 28 Dame Street, Dublin 0000 Ireland', '28 Hollybank Road Drumcondra, Dublin Ireland', '77 Botanic Road Glasnevin, Dublin Ireland', 'Sycamore House 134 Cabra Road, Dublin 7 Ireland', 'Grallagh Garristown, Dublin Ireland', 'Quay Road Portrane, Dublin K36 V326 Ireland', 'Belvedere Road Belvedere Road, London SE1 7PB England', '16-18 Argyle Street, London WC1H 8EG England', '15 Montague Street, London WC1B 5BJ England', '10 Carlisle Street, London W1D 3BR England', '16-22 Great Russell Street, London WC1B 3NN England', '372 Strand, London WC2R 0JJ England', '2 Caxton Street Westminster, London SW1H 0QW England', '111-117 Sussex Gardens Paddington, London W2 2RU England', '39 Buckingham Palace Road, London SW1W 0PS England', '30 John Islip Street, London SW1P 4DD England']",3.5,1,1,1,1,0,1,1,0,London,188,196,4
1274,Paramount Hotel Temple Bar,"['7-8 Exchange Street Upper Temple Bar, Dublin 2 Ireland', '3 Islington Avenue, Dublin Ireland', 'The Parliament Hotel 16 Lord Edward Street, Dublin D02 TD73 Ireland', '90-93 Marlborough Street, Dublin D1 Ireland', '5 Upper Saint Columbus Road Drumcondra, Dublin DUBLIN 9 Ireland', 'Glenkeen House 225 Tyrconnell Road Inchicore, Dublin Ireland', 'The Adams Trinity Hotel 28 Dame Street, Dublin 0000 Ireland', '28 Hollybank Road Drumcondra, Dublin Ireland', '77 Botanic Road Glasnevin, Dublin Ireland', 'Sycamore House 134 Cabra Road, Dublin 7 Ireland', 'Grallagh Garristown, Dublin Ireland', 'Quay Road Portrane, Dublin K36 V326 Ireland', 'Belvedere Road Belvedere Road, London SE1 7PB England', '16-18 Argyle Street, London WC1H 8EG England', '15 Montague Street, London WC1B 5BJ England', '10 Carlisle Street, London W1D 3BR England', '16-22 Great Russell Street, London WC1B 3NN England', '372 Strand, London WC2R 0JJ England', '2 Caxton Street Westminster, London SW1H 0QW England', '111-117 Sussex Gardens Paddington, London W2 2RU England', '39 Buckingham Palace Road, London SW1W 0PS England', '30 John Islip Street, London SW1P 4DD England']",3.5,1,1,1,1,0,1,1,0,London,188,196,4
1275,Paramount Hotel Temple Bar,"['7-8 Exchange Street Upper Temple Bar, Dublin 2 Ireland', '3 Islington Avenue, Dublin Ireland', 'The Parliament Hotel 16 Lord Edward Street, Dublin D02 TD73 Ireland', '90-93 Marlborough Street, Dublin D1 Ireland', '5 Upper Saint Columbus Road Drumcondra, Dublin DUBLIN 9 Ireland', 'Glenkeen House 225 Tyrconnell Road Inchicore, Dublin Ireland', 'The Adams Trinity Hotel 28 Dame Street, Dublin 0000 Ireland', '28 Hollybank Road Drumcondra, Dublin Ireland', '77 Botanic Road Glasnevin, Dublin Ireland', 'Sycamore House 134 Cabra Road, Dublin 7 Ireland', 'Grallagh Garristown, Dublin Ireland', 'Quay Road Portrane, Dublin K36 V326 Ireland', 'Belvedere Road Belvedere Road, London SE1 7PB England', '16-18 Argyle Street, London WC1H 8EG England', '15 Montague Street, London WC1B 5BJ England', '10 Carlisle Street, London W1D 3BR England', '16-22 Great Russell Street, London WC1B 3NN England', '372 Strand, London WC2R 0JJ England', '2 Caxton Street Westminster, London SW1H 0QW England', '111-117 Sussex Gardens Paddington, London W2 2RU England', '39 Buckingham Palace Road, London SW1W 0PS England', '30 John Islip Street, London SW1P 4DD England']",3.5,1,1,1,1,0,1,1,0,London,188,196,4
1276,Paramount Hotel Temple Bar,"['7-8 Exchange Street Upper Temple Bar, Dublin 2 Ireland', '3 Islington Avenue, Dublin Ireland', 'The Parliament Hotel 16 Lord Edward Street, Dublin D02 TD73 Ireland', '90-93 Marlborough Street, Dublin D1 Ireland', '5 Upper Saint Columbus Road Drumcondra, Dublin DUBLIN 9 Ireland', 'Glenkeen House 225 Tyrconnell Road Inchicore, Dublin Ireland', 'The Adams Trinity Hotel 28 Dame Street, Dublin 0000 Ireland', '28 Hollybank Road Drumcondra, Dublin Ireland', '77 Botanic Road Glasnevin, Dublin Ireland', 'Sycamore House 134 Cabra Road, Dublin 7 Ireland', 'Grallagh Garristown, Dublin Ireland', 'Quay Road Portrane, Dublin K36 V326 Ireland', 'Belvedere Road Belvedere Road, London SE1 7PB England', '16-18 Argyle Street, London WC1H 8EG England', '15 Montague Street, London WC1B 5BJ England', '10 Carlisle Street, London W1D 3BR England', '16-22 Great Russell Street, London WC1B 3NN England', '372 Strand, London WC2R 0JJ England', '2 Caxton Street Westminster, London SW1H 0QW England', '111-117 Sussex Gardens Paddington, London W2 2RU England', '39 Buckingham Palace Road, London SW1W 0PS England', '30 John Islip Street, London SW1P 4DD England']",3.5,1,1,1,1,0,1,1,0,London,188,196,4
1277,Travelodge London Manor House,"['422 Seven Sisters Road, London N4 2LX England', '7-12 Sloane Square, London SW1W 8EG England', '111 Westminster Bridge Road, London SE1 7HR England', '104 Bayswater Road, London W2 3HL England', '83-95 Southampton Row, London WC1B 4HD England', '2 Festoon Way Royal Victoria Dock, London E16 1RH England']",3.5,1,1,1,0,0,0,1,0,London,96,246,4
1278,Travelodge London Manor House,"['422 Seven Sisters Road, London N4 2LX England', '7-12 Sloane Square, London SW1W 8EG England', '111 Westminster Bridge Road, London SE1 7HR England', '104 Bayswater Road, London W2 3HL England', '83-95 Southampton Row, London WC1B 4HD England', '2 Festoon Way Royal Victoria Dock, London E16 1RH England']",3.5,1,1,1,0,0,0,1,0,London,96,246,4
1279,Travelodge London Manor House,"['422 Seven Sisters Road, London N4 2LX England', '7-12 Sloane Square, London SW1W 8EG England', '111 Westminster Bridge Road, London SE1 7HR England', '104 Bayswater Road, London W2 3HL England', '83-95 Southampton Row, London WC1B 4HD England', '2 Festoon Way Royal Victoria Dock, London E16 1RH England']",3.5,1,1,1,0,0,0,1,0,London,96,246,4
1280,Travelodge London Manor House,"['422 Seven Sisters Road, London N4 2LX England', '7-12 Sloane Square, London SW1W 8EG England', '111 Westminster Bridge Road, London SE1 7HR England', '104 Bayswater Road, London W2 3HL England', '83-95 Southampton Row, London WC1B 4HD England', '2 Festoon Way Royal Victoria Dock, London E16 1RH England']",3.5,1,1,1,0,0,0,1,0,London,96,246,4
1281,Travelodge London Manor House,"['422 Seven Sisters Road, London N4 2LX England', '7-12 Sloane Square, London SW1W 8EG England', '111 Westminster Bridge Road, London SE1 7HR England', '104 Bayswater Road, London W2 3HL England', '83-95 Southampton Row, London WC1B 4HD England', '2 Festoon Way Royal Victoria Dock, London E16 1RH England']",3.5,1,1,1,0,0,0,1,0,London,96,246,4
1282,Travelodge London Manor House,"['422 Seven Sisters Road, London N4 2LX England', '7-12 Sloane Square, London SW1W 8EG England', '111 Westminster Bridge Road, London SE1 7HR England', '104 Bayswater Road, London W2 3HL England', '83-95 Southampton Row, London WC1B 4HD England', '2 Festoon Way Royal Victoria Dock, London E16 1RH England']",3.5,1,1,1,0,0,0,1,0,London,96,246,4
1283,Royal Garden Hotel,"['2/24 Kensington High Street, London W8 4PT England', '100 - 110 Euston Road, London NW1 2AJ England', '103-107 New Road, London E1 1HJ England', '100 Cromwell Road Kensington, London SW7 4ER England', '146 Praed St Paddington, London W2 1EE England', '']",4.0,1,1,1,1,0,0,0,0,London,105,214,4
1284,Royal Garden Hotel,"['2/24 Kensington High Street, London W8 4PT England', '100 - 110 Euston Road, London NW1 2AJ England', '103-107 New Road, London E1 1HJ England', '100 Cromwell Road Kensington, London SW7 4ER England', '146 Praed St Paddington, London W2 1EE England', '']",4.0,1,1,1,1,0,0,0,0,London,105,214,4
1285,Royal Garden Hotel,"['2/24 Kensington High Street, London W8 4PT England', '100 - 110 Euston Road, London NW1 2AJ England', '103-107 New Road, London E1 1HJ England', '100 Cromwell Road Kensington, London SW7 4ER England', '146 Praed St Paddington, London W2 1EE England', '']",4.0,1,1,1,1,0,0,0,0,London,105,214,4
1286,Royal Garden Hotel,"['2/24 Kensington High Street, London W8 4PT England', '100 - 110 Euston Road, London NW1 2AJ England', '103-107 New Road, London E1 1HJ England', '100 Cromwell Road Kensington, London SW7 4ER England', '146 Praed St Paddington, London W2 1EE England', '']",4.0,1,1,1,1,0,0,0,0,London,105,214,4
1287,Royal Garden Hotel,"['2/24 Kensington High Street, London W8 4PT England', '100 - 110 Euston Road, London NW1 2AJ England', '103-107 New Road, London E1 1HJ England', '100 Cromwell Road Kensington, London SW7 4ER England', '146 Praed St Paddington, London W2 1EE England', '']",4.0,1,1,1,1,0,0,0,0,London,105,214,4
1288,Royal Garden Hotel,"['2/24 Kensington High Street, London W8 4PT England', '100 - 110 Euston Road, London NW1 2AJ England', '103-107 New Road, London E1 1HJ England', '100 Cromwell Road Kensington, London SW7 4ER England', '146 Praed St Paddington, London W2 1EE England', '']",4.0,1,1,1,1,0,0,0,0,London,105,214,4
1289,London Marriott Hotel Regents Park,"[""128 King Henry's Road, London NW3 3ST England"", '19-21 Penywern Road, London SW5 9TT England', '16-22 Gunterstone Road West Kensington, London W14 9BU England', '9 Bedford Place, London WC1B 5JA England', '16-18 Argyle Street, London WC1H 8EG England', '1 - 15 Templeton Place Earls Court, Kensington, London SW5 9NB England']",3.0,1,1,1,1,0,1,0,1,London,164,164,4
1290,London Marriott Hotel Regents Park,"[""128 King Henry's Road, London NW3 3ST England"", '19-21 Penywern Road, London SW5 9TT England', '16-22 Gunterstone Road West Kensington, London W14 9BU England', '9 Bedford Place, London WC1B 5JA England', '16-18 Argyle Street, London WC1H 8EG England', '1 - 15 Templeton Place Earls Court, Kensington, London SW5 9NB England']",3.0,1,1,1,1,0,1,0,1,London,164,164,4
1291,London Marriott Hotel Regents Park,"[""128 King Henry's Road, London NW3 3ST England"", '19-21 Penywern Road, London SW5 9TT England', '16-22 Gunterstone Road West Kensington, London W14 9BU England', '9 Bedford Place, London WC1B 5JA England', '16-18 Argyle Street, London WC1H 8EG England', '1 - 15 Templeton Place Earls Court, Kensington, London SW5 9NB England']",3.0,1,1,1,1,0,1,0,1,London,164,164,4
1292,London Marriott Hotel Regents Park,"[""128 King Henry's Road, London NW3 3ST England"", '19-21 Penywern Road, London SW5 9TT England', '16-22 Gunterstone Road West Kensington, London W14 9BU England', '9 Bedford Place, London WC1B 5JA England', '16-18 Argyle Street, London WC1H 8EG England', '1 - 15 Templeton Place Earls Court, Kensington, London SW5 9NB England']",3.0,1,1,1,1,0,1,0,1,London,164,164,4
1293,London Marriott Hotel Regents Park,"[""128 King Henry's Road, London NW3 3ST England"", '19-21 Penywern Road, London SW5 9TT England', '16-22 Gunterstone Road West Kensington, London W14 9BU England', '9 Bedford Place, London WC1B 5JA England', '16-18 Argyle Street, London WC1H 8EG England', '1 - 15 Templeton Place Earls Court, Kensington, London SW5 9NB England']",3.0,1,1,1,1,0,1,0,1,London,164,164,4
1294,London Marriott Hotel Regents Park,"[""128 King Henry's Road, London NW3 3ST England"", '19-21 Penywern Road, London SW5 9TT England', '16-22 Gunterstone Road West Kensington, London W14 9BU England', '9 Bedford Place, London WC1B 5JA England', '16-18 Argyle Street, London WC1H 8EG England', '1 - 15 Templeton Place Earls Court, Kensington, London SW5 9NB England']",3.0,1,1,1,1,0,1,0,1,London,164,164,4
1295,Wilde Aparthotels by Staycity London Aldgate Tower Bridge,"['75 Commercial Road, London E1 1RD England', '8 Northumberland Avenue Northumberland House, London WC2N 5BY England', '1-2 Dorset Rise, London EC4Y 8EN England', '27-41 Half Moon Street, London W1J 7BG England', '2-8 Great Suffolk Street, London SE1 0UG England', '7 Western Gateway Royal Victoria Dock, London E16 1AA England']",4.0,1,1,1,0,0,0,1,1,London,98,259,4
1296,Wilde Aparthotels by Staycity London Aldgate Tower Bridge,"['75 Commercial Road, London E1 1RD England', '8 Northumberland Avenue Northumberland House, London WC2N 5BY England', '1-2 Dorset Rise, London EC4Y 8EN England', '27-41 Half Moon Street, London W1J 7BG England', '2-8 Great Suffolk Street, London SE1 0UG England', '7 Western Gateway Royal Victoria Dock, London E16 1AA England']",4.0,1,1,1,0,0,0,1,1,London,98,259,4
1297,Wilde Aparthotels by Staycity London Aldgate Tower Bridge,"['75 Commercial Road, London E1 1RD England', '8 Northumberland Avenue Northumberland House, London WC2N 5BY England', '1-2 Dorset Rise, London EC4Y 8EN England', '27-41 Half Moon Street, London W1J 7BG England', '2-8 Great Suffolk Street, London SE1 0UG England', '7 Western Gateway Royal Victoria Dock, London E16 1AA England']",4.0,1,1,1,0,0,0,1,1,London,98,259,4
1298,Wilde Aparthotels by Staycity London Aldgate Tower Bridge,"['75 Commercial Road, London E1 1RD England', '8 Northumberland Avenue Northumberland House, London WC2N 5BY England', '1-2 Dorset Rise, London EC4Y 8EN England', '27-41 Half Moon Street, London W1J 7BG England', '2-8 Great Suffolk Street, London SE1 0UG England', '7 Western Gateway Royal Victoria Dock, London E16 1AA England']",4.0,1,1,1,0,0,0,1,1,London,98,259,4
1299,Wilde Aparthotels by Staycity London Aldgate Tower Bridge,"['75 Commercial Road, London E1 1RD England', '8 Northumberland Avenue Northumberland House, London WC2N 5BY England', '1-2 Dorset Rise, London EC4Y 8EN England', '27-41 Half Moon Street, London W1J 7BG England', '2-8 Great Suffolk Street, London SE1 0UG England', '7 Western Gateway Royal Victoria Dock, London E16 1AA England']",4.0,1,1,1,0,0,0,1,1,London,98,259,4
1300,Wilde Aparthotels by Staycity London Aldgate Tower Bridge,"['75 Commercial Road, London E1 1RD England', '8 Northumberland Avenue Northumberland House, London WC2N 5BY England', '1-2 Dorset Rise, London EC4Y 8EN England', '27-41 Half Moon Street, London W1J 7BG England', '2-8 Great Suffolk Street, London SE1 0UG England', '7 Western Gateway Royal Victoria Dock, London E16 1AA England']",4.0,1,1,1,0,0,0,1,1,London,98,259,4
1301,H10 London Waterloo,"['284 - 302 Waterloo Road, London SE1 8RQ England', 'Site Office 628 Western Avenue, London W3 0TA England', 'Whitcomb Street Trafalgar Square, London WC2H 7HG England', '16-18 Argyle Street, London WC1H 8EG England', '354 Queenstown Road, London SW11 8AE England', '14-15 Langham Place, London W1B 2QS England']",3.0,1,1,1,1,0,0,0,1,London,323,56,4
1302,H10 London Waterloo,"['284 - 302 Waterloo Road, London SE1 8RQ England', 'Site Office 628 Western Avenue, London W3 0TA England', 'Whitcomb Street Trafalgar Square, London WC2H 7HG England', '16-18 Argyle Street, London WC1H 8EG England', '354 Queenstown Road, London SW11 8AE England', '14-15 Langham Place, London W1B 2QS England']",3.0,1,1,1,1,0,0,0,1,London,323,56,4
1303,H10 London Waterloo,"['284 - 302 Waterloo Road, London SE1 8RQ England', 'Site Office 628 Western Avenue, London W3 0TA England', 'Whitcomb Street Trafalgar Square, London WC2H 7HG England', '16-18 Argyle Street, London WC1H 8EG England', '354 Queenstown Road, London SW11 8AE England', '14-15 Langham Place, London W1B 2QS England']",3.0,1,1,1,1,0,0,0,1,London,323,56,4
1304,H10 London Waterloo,"['284 - 302 Waterloo Road, London SE1 8RQ England', 'Site Office 628 Western Avenue, London W3 0TA England', 'Whitcomb Street Trafalgar Square, London WC2H 7HG England', '16-18 Argyle Street, London WC1H 8EG England', '354 Queenstown Road, London SW11 8AE England', '14-15 Langham Place, London W1B 2QS England']",3.0,1,1,1,1,0,0,0,1,London,323,56,4
1305,H10 London Waterloo,"['284 - 302 Waterloo Road, London SE1 8RQ England', 'Site Office 628 Western Avenue, London W3 0TA England', 'Whitcomb Street Trafalgar Square, London WC2H 7HG England', '16-18 Argyle Street, London WC1H 8EG England', '354 Queenstown Road, London SW11 8AE England', '14-15 Langham Place, London W1B 2QS England']",3.0,1,1,1,1,0,0,0,1,London,323,56,4
1306,H10 London Waterloo,"['284 - 302 Waterloo Road, London SE1 8RQ England', 'Site Office 628 Western Avenue, London W3 0TA England', 'Whitcomb Street Trafalgar Square, London WC2H 7HG England', '16-18 Argyle Street, London WC1H 8EG England', '354 Queenstown Road, London SW11 8AE England', '14-15 Langham Place, London W1B 2QS England']",3.0,1,1,1,1,0,0,0,1,London,323,56,4
1307,Millennium Gloucester Hotel London Kensington,"['4-18 Harrington Gardens, London SW7 4LH England', 'Heathcock Court 415 Strand, London WC2R 0JT England', '33 Beaufort Gardens Knightsbridge, London SW3 1PP England', '6 Hercules Road Lambeth, London SE1 7DP England', ""47 Lillie Road Earl's Court, London SW6 1UD England"", '8 - 18 London Bridge Street, London SE1 9SG England']",3.5,1,1,1,1,0,0,0,1,London,178,171,4
1308,Millennium Gloucester Hotel London Kensington,"['4-18 Harrington Gardens, London SW7 4LH England', 'Heathcock Court 415 Strand, London WC2R 0JT England', '33 Beaufort Gardens Knightsbridge, London SW3 1PP England', '6 Hercules Road Lambeth, London SE1 7DP England', ""47 Lillie Road Earl's Court, London SW6 1UD England"", '8 - 18 London Bridge Street, London SE1 9SG England']",3.5,1,1,1,1,0,0,0,1,London,178,171,4
1309,Millennium Gloucester Hotel London Kensington,"['4-18 Harrington Gardens, London SW7 4LH England', 'Heathcock Court 415 Strand, London WC2R 0JT England', '33 Beaufort Gardens Knightsbridge, London SW3 1PP England', '6 Hercules Road Lambeth, London SE1 7DP England', ""47 Lillie Road Earl's Court, London SW6 1UD England"", '8 - 18 London Bridge Street, London SE1 9SG England']",3.5,1,1,1,1,0,0,0,1,London,178,171,4
1310,Millennium Gloucester Hotel London Kensington,"['4-18 Harrington Gardens, London SW7 4LH England', 'Heathcock Court 415 Strand, London WC2R 0JT England', '33 Beaufort Gardens Knightsbridge, London SW3 1PP England', '6 Hercules Road Lambeth, London SE1 7DP England', ""47 Lillie Road Earl's Court, London SW6 1UD England"", '8 - 18 London Bridge Street, London SE1 9SG England']",3.5,1,1,1,1,0,0,0,1,London,178,171,4
1311,Millennium Gloucester Hotel London Kensington,"['4-18 Harrington Gardens, London SW7 4LH England', 'Heathcock Court 415 Strand, London WC2R 0JT England', '33 Beaufort Gardens Knightsbridge, London SW3 1PP England', '6 Hercules Road Lambeth, London SE1 7DP England', ""47 Lillie Road Earl's Court, London SW6 1UD England"", '8 - 18 London Bridge Street, London SE1 9SG England']",3.5,1,1,1,1,0,0,0,1,London,178,171,4
1312,Millennium Gloucester Hotel London Kensington,"['4-18 Harrington Gardens, London SW7 4LH England', 'Heathcock Court 415 Strand, London WC2R 0JT England', '33 Beaufort Gardens Knightsbridge, London SW3 1PP England', '6 Hercules Road Lambeth, London SE1 7DP England', ""47 Lillie Road Earl's Court, London SW6 1UD England"", '8 - 18 London Bridge Street, London SE1 9SG England']",3.5,1,1,1,1,0,0,0,1,London,178,171,4
1313,The Princess Hotel - St Pancras Hotel Group,"['', '3 Bondway Vauxhall, London SW8 1SJ England', ""81 Jermyn Street St James's, London SW1Y 6JF England"", '96/100 Clerkenwell Road, London EC1M 5RJ England', '80-86 Belgrave Road, London SW1V 2BJ England', 'Imperial Road, Fulham Imperial Wharf, London SW6 2GA England']",3.0,1,1,1,0,0,0,1,0,London,162,241,4
1314,The Princess Hotel - St Pancras Hotel Group,"['', '3 Bondway Vauxhall, London SW8 1SJ England', ""81 Jermyn Street St James's, London SW1Y 6JF England"", '96/100 Clerkenwell Road, London EC1M 5RJ England', '80-86 Belgrave Road, London SW1V 2BJ England', 'Imperial Road, Fulham Imperial Wharf, London SW6 2GA England']",3.0,1,1,1,0,0,0,1,0,London,162,241,4
1315,The Princess Hotel - St Pancras Hotel Group,"['', '3 Bondway Vauxhall, London SW8 1SJ England', ""81 Jermyn Street St James's, London SW1Y 6JF England"", '96/100 Clerkenwell Road, London EC1M 5RJ England', '80-86 Belgrave Road, London SW1V 2BJ England', 'Imperial Road, Fulham Imperial Wharf, London SW6 2GA England']",3.0,1,1,1,0,0,0,1,0,London,162,241,4
1316,The Princess Hotel - St Pancras Hotel Group,"['', '3 Bondway Vauxhall, London SW8 1SJ England', ""81 Jermyn Street St James's, London SW1Y 6JF England"", '96/100 Clerkenwell Road, London EC1M 5RJ England', '80-86 Belgrave Road, London SW1V 2BJ England', 'Imperial Road, Fulham Imperial Wharf, London SW6 2GA England']",3.0,1,1,1,0,0,0,1,0,London,162,241,4
1317,The Princess Hotel - St Pancras Hotel Group,"['', '3 Bondway Vauxhall, London SW8 1SJ England', ""81 Jermyn Street St James's, London SW1Y 6JF England"", '96/100 Clerkenwell Road, London EC1M 5RJ England', '80-86 Belgrave Road, London SW1V 2BJ England', 'Imperial Road, Fulham Imperial Wharf, London SW6 2GA England']",3.0,1,1,1,0,0,0,1,0,London,162,241,4
1318,The Princess Hotel - St Pancras Hotel Group,"['', '3 Bondway Vauxhall, London SW8 1SJ England', ""81 Jermyn Street St James's, London SW1Y 6JF England"", '96/100 Clerkenwell Road, London EC1M 5RJ England', '80-86 Belgrave Road, London SW1V 2BJ England', 'Imperial Road, Fulham Imperial Wharf, London SW6 2GA England']",3.0,1,1,1,0,0,0,1,0,London,162,241,4
1319,Lancaster Gate Hotel,"['66 Lancaster Gate Hyde Park, London W2 3NA England', '201 - 211 Long Lane, London SE1 4PN England', '81 Kensington Gardens Square Bayswater, London W2 4DJ England', '14 Lexham Gardens Kensington, London W8 5JE England', '1 Shortlands Hammersmith, London W6 8DR England', '83 Shepherds Bush Road, London W6 7LR England']",3.0,1,1,1,1,0,1,0,0,London,50,159,4
1320,Lancaster Gate Hotel,"['66 Lancaster Gate Hyde Park, London W2 3NA England', '201 - 211 Long Lane, London SE1 4PN England', '81 Kensington Gardens Square Bayswater, London W2 4DJ England', '14 Lexham Gardens Kensington, London W8 5JE England', '1 Shortlands Hammersmith, London W6 8DR England', '83 Shepherds Bush Road, London W6 7LR England']",3.0,1,1,1,1,0,1,0,0,London,50,159,4
1321,Lancaster Gate Hotel,"['66 Lancaster Gate Hyde Park, London W2 3NA England', '201 - 211 Long Lane, London SE1 4PN England', '81 Kensington Gardens Square Bayswater, London W2 4DJ England', '14 Lexham Gardens Kensington, London W8 5JE England', '1 Shortlands Hammersmith, London W6 8DR England', '83 Shepherds Bush Road, London W6 7LR England']",3.0,1,1,1,1,0,1,0,0,London,50,159,4
1322,Lancaster Gate Hotel,"['66 Lancaster Gate Hyde Park, London W2 3NA England', '201 - 211 Long Lane, London SE1 4PN England', '81 Kensington Gardens Square Bayswater, London W2 4DJ England', '14 Lexham Gardens Kensington, London W8 5JE England', '1 Shortlands Hammersmith, London W6 8DR England', '83 Shepherds Bush Road, London W6 7LR England']",3.0,1,1,1,1,0,1,0,0,London,50,159,4
1323,Lancaster Gate Hotel,"['66 Lancaster Gate Hyde Park, London W2 3NA England', '201 - 211 Long Lane, London SE1 4PN England', '81 Kensington Gardens Square Bayswater, London W2 4DJ England', '14 Lexham Gardens Kensington, London W8 5JE England', '1 Shortlands Hammersmith, London W6 8DR England', '83 Shepherds Bush Road, London W6 7LR England']",3.0,1,1,1,1,0,1,0,0,London,50,159,4
1324,Lancaster Gate Hotel,"['66 Lancaster Gate Hyde Park, London W2 3NA England', '201 - 211 Long Lane, London SE1 4PN England', '81 Kensington Gardens Square Bayswater, London W2 4DJ England', '14 Lexham Gardens Kensington, London W8 5JE England', '1 Shortlands Hammersmith, London W6 8DR England', '83 Shepherds Bush Road, London W6 7LR England']",3.0,1,1,1,1,0,1,0,0,London,50,159,4
1325,Central Hotel LONDON,"['', '20 Upper Ground, London SE1 9PD England', '1C Portland Place Regent Street, London W1B 1JA England', '1-2 Serjeants’ Inn,, London EC4Y 1AG England', 'The Strand, London WC2R 0EZ England', ""45 St. Martin's Lane, London WC2N 4HX England""]",3.6666666666666665,1,1,1,0,0,0,0,1,London,305,33,4
1326,Central Hotel LONDON,"['', '20 Upper Ground, London SE1 9PD England', '1C Portland Place Regent Street, London W1B 1JA England', '1-2 Serjeants’ Inn,, London EC4Y 1AG England', 'The Strand, London WC2R 0EZ England', ""45 St. Martin's Lane, London WC2N 4HX England""]",3.6666666666666665,1,1,1,0,0,0,0,1,London,305,33,4
1327,Central Hotel LONDON,"['', '20 Upper Ground, London SE1 9PD England', '1C Portland Place Regent Street, London W1B 1JA England', '1-2 Serjeants’ Inn,, London EC4Y 1AG England', 'The Strand, London WC2R 0EZ England', ""45 St. Martin's Lane, London WC2N 4HX England""]",3.6666666666666665,1,1,1,0,0,0,0,1,London,305,33,4
1328,Central Hotel LONDON,"['', '20 Upper Ground, London SE1 9PD England', '1C Portland Place Regent Street, London W1B 1JA England', '1-2 Serjeants’ Inn,, London EC4Y 1AG England', 'The Strand, London WC2R 0EZ England', ""45 St. Martin's Lane, London WC2N 4HX England""]",3.6666666666666665,1,1,1,0,0,0,0,1,London,305,33,4
