,titre,adresse,note,Free High Speed Internet (WiFi),Bar / lounge,Fitness Center with Gym / Workout Room,Parking,Breakfast,Free breakfast,Restaurant,Pool,Ville,prix_moyenne,test,Ville_tsf
220,Le Meridien Visconti Rome,"['Via Federico Cesi 37, 00193 Rome Italy', 'Via Flaminia 215, 00196 Rome Italy', '', 'Via Tommaso Salvini 18, 00197 Rome Italy', 'Via del Boschetto 13, 00184 Rome Italy', 'Viale Shakespeare 29, 00144 Rome Italy']",3.0,1,1,1,1,0,1,0,0,Rome,99,160,7
221,Le Meridien Visconti Rome,"['Via Federico Cesi 37, 00193 Rome Italy', 'Via Flaminia 215, 00196 Rome Italy', '', 'Via Tommaso Salvini 18, 00197 Rome Italy', 'Via del Boschetto 13, 00184 Rome Italy', 'Viale Shakespeare 29, 00144 Rome Italy']",3.0,1,1,1,1,0,1,0,0,Rome,99,160,7
222,Le Meridien Visconti Rome,"['Via Federico Cesi 37, 00193 Rome Italy', 'Via Flaminia 215, 00196 Rome Italy', '', 'Via Tommaso Salvini 18, 00197 Rome Italy', 'Via del Boschetto 13, 00184 Rome Italy', 'Viale Shakespeare 29, 00144 Rome Italy']",3.0,1,1,1,1,0,1,0,0,Rome,99,160,7
223,Le Meridien Visconti Rome,"['Via Federico Cesi 37, 00193 Rome Italy', 'Via Flaminia 215, 00196 Rome Italy', '', 'Via Tommaso Salvini 18, 00197 Rome Italy', 'Via del Boschetto 13, 00184 Rome Italy', 'Viale Shakespeare 29, 00144 Rome Italy']",3.0,1,1,1,1,0,1,0,0,Rome,99,160,7
224,Le Meridien Visconti Rome,"['Via Federico Cesi 37, 00193 Rome Italy', 'Via Flaminia 215, 00196 Rome Italy', '', 'Via Tommaso Salvini 18, 00197 Rome Italy', 'Via del Boschetto 13, 00184 Rome Italy', 'Viale Shakespeare 29, 00144 Rome Italy']",3.0,1,1,1,1,0,1,0,0,Rome,99,160,7
225,Bellezza al Colosseo Luxury B&B and Apartments,"[""Via Capo d'Africa 26, 00184 Rome Italy"", 'Via Giuseppe Zanardelli 36 Ii Piano, 00186 Rome Italy', 'Via Sistina 69, 00187 Rome Italy', '458, Via Aurelia, 00165 Rome Italy', ""Via Giosue' Carducci 2, 00187 Rome Italy"", 'Via San Vincenzo 10, 00187 Rome Italy']",4.0,1,1,1,1,0,1,0,0,Rome,168,19,7
226,Bellezza al Colosseo Luxury B&B and Apartments,"[""Via Capo d'Africa 26, 00184 Rome Italy"", 'Via Giuseppe Zanardelli 36 Ii Piano, 00186 Rome Italy', 'Via Sistina 69, 00187 Rome Italy', '458, Via Aurelia, 00165 Rome Italy', ""Via Giosue' Carducci 2, 00187 Rome Italy"", 'Via San Vincenzo 10, 00187 Rome Italy']",4.0,1,1,1,1,0,1,0,0,Rome,168,19,7
227,Bellezza al Colosseo Luxury B&B and Apartments,"[""Via Capo d'Africa 26, 00184 Rome Italy"", 'Via Giuseppe Zanardelli 36 Ii Piano, 00186 Rome Italy', 'Via Sistina 69, 00187 Rome Italy', '458, Via Aurelia, 00165 Rome Italy', ""Via Giosue' Carducci 2, 00187 Rome Italy"", 'Via San Vincenzo 10, 00187 Rome Italy']",4.0,1,1,1,1,0,1,0,0,Rome,168,19,7
228,Bellezza al Colosseo Luxury B&B and Apartments,"[""Via Capo d'Africa 26, 00184 Rome Italy"", 'Via Giuseppe Zanardelli 36 Ii Piano, 00186 Rome Italy', 'Via Sistina 69, 00187 Rome Italy', '458, Via Aurelia, 00165 Rome Italy', ""Via Giosue' Carducci 2, 00187 Rome Italy"", 'Via San Vincenzo 10, 00187 Rome Italy']",4.0,1,1,1,1,0,1,0,0,Rome,168,19,7
229,Bellezza al Colosseo Luxury B&B and Apartments,"[""Via Capo d'Africa 26, 00184 Rome Italy"", 'Via Giuseppe Zanardelli 36 Ii Piano, 00186 Rome Italy', 'Via Sistina 69, 00187 Rome Italy', '458, Via Aurelia, 00165 Rome Italy', ""Via Giosue' Carducci 2, 00187 Rome Italy"", 'Via San Vincenzo 10, 00187 Rome Italy']",4.0,1,1,1,1,0,1,0,0,Rome,168,19,7
230,Bellezza al Colosseo Luxury B&B and Apartments,"[""Via Capo d'Africa 26, 00184 Rome Italy"", 'Via Giuseppe Zanardelli 36 Ii Piano, 00186 Rome Italy', 'Via Sistina 69, 00187 Rome Italy', '458, Via Aurelia, 00165 Rome Italy', ""Via Giosue' Carducci 2, 00187 Rome Italy"", 'Via San Vincenzo 10, 00187 Rome Italy']",4.0,1,1,1,1,0,1,0,0,Rome,168,19,7
231,Portrait Roma,"['Via Bocca di Leone, 23, 00187 Rome Italy', 'Via Virgilio, 1 E/F/G, 00193 Rome Italy', 'Via di Torre Argentina 44, 00186 Rome Italy', 'Corso Vittorio Emanuele II 102, 00186 Rome Italy', ""Via Dell' Orso 38-39, 00186 Rome Italy"", 'Via Carlo Alberto 13, 00185 Rome Italy']",3.5,1,1,1,1,0,1,0,0,Rome,175,199,7
232,Portrait Roma,"['Via Bocca di Leone, 23, 00187 Rome Italy', 'Via Virgilio, 1 E/F/G, 00193 Rome Italy', 'Via di Torre Argentina 44, 00186 Rome Italy', 'Corso Vittorio Emanuele II 102, 00186 Rome Italy', ""Via Dell' Orso 38-39, 00186 Rome Italy"", 'Via Carlo Alberto 13, 00185 Rome Italy']",3.5,1,1,1,1,0,1,0,0,Rome,175,199,7
233,Portrait Roma,"['Via Bocca di Leone, 23, 00187 Rome Italy', 'Via Virgilio, 1 E/F/G, 00193 Rome Italy', 'Via di Torre Argentina 44, 00186 Rome Italy', 'Corso Vittorio Emanuele II 102, 00186 Rome Italy', ""Via Dell' Orso 38-39, 00186 Rome Italy"", 'Via Carlo Alberto 13, 00185 Rome Italy']",3.5,1,1,1,1,0,1,0,0,Rome,175,199,7
234,Portrait Roma,"['Via Bocca di Leone, 23, 00187 Rome Italy', 'Via Virgilio, 1 E/F/G, 00193 Rome Italy', 'Via di Torre Argentina 44, 00186 Rome Italy', 'Corso Vittorio Emanuele II 102, 00186 Rome Italy', ""Via Dell' Orso 38-39, 00186 Rome Italy"", 'Via Carlo Alberto 13, 00185 Rome Italy']",3.5,1,1,1,1,0,1,0,0,Rome,175,199,7
235,Portrait Roma,"['Via Bocca di Leone, 23, 00187 Rome Italy', 'Via Virgilio, 1 E/F/G, 00193 Rome Italy', 'Via di Torre Argentina 44, 00186 Rome Italy', 'Corso Vittorio Emanuele II 102, 00186 Rome Italy', ""Via Dell' Orso 38-39, 00186 Rome Italy"", 'Via Carlo Alberto 13, 00185 Rome Italy']",3.5,1,1,1,1,0,1,0,0,Rome,175,199,7
236,Portrait Roma,"['Via Bocca di Leone, 23, 00187 Rome Italy', 'Via Virgilio, 1 E/F/G, 00193 Rome Italy', 'Via di Torre Argentina 44, 00186 Rome Italy', 'Corso Vittorio Emanuele II 102, 00186 Rome Italy', ""Via Dell' Orso 38-39, 00186 Rome Italy"", 'Via Carlo Alberto 13, 00185 Rome Italy']",3.5,1,1,1,1,0,1,0,0,Rome,175,199,7
237,Portrait Roma,"['Via Bocca di Leone, 23, 00187 Rome Italy', 'Via Virgilio, 1 E/F/G, 00193 Rome Italy', 'Via di Torre Argentina 44, 00186 Rome Italy', 'Corso Vittorio Emanuele II 102, 00186 Rome Italy', ""Via Dell' Orso 38-39, 00186 Rome Italy"", 'Via Carlo Alberto 13, 00185 Rome Italy', 'Via Cavour 194, 00184 Rome Italy', 'Via del Seminario 87, 00186 Rome Italy', 'Via Marghera 51, 00185 Rome Italy', 'Via del Vantaggio 14, 00186 Rome Italy', 'Via Ottaviano 98, Rome Italy', 'Via delle Colonnette 35, 00186 Rome Italy']",3.6,1,1,1,1,0,1,0,0,Rome,860,199,7
238,Portrait Roma,"['Via Bocca di Leone, 23, 00187 Rome Italy', 'Via Virgilio, 1 E/F/G, 00193 Rome Italy', 'Via di Torre Argentina 44, 00186 Rome Italy', 'Corso Vittorio Emanuele II 102, 00186 Rome Italy', ""Via Dell' Orso 38-39, 00186 Rome Italy"", 'Via Carlo Alberto 13, 00185 Rome Italy', 'Via Cavour 194, 00184 Rome Italy', 'Via del Seminario 87, 00186 Rome Italy', 'Via Marghera 51, 00185 Rome Italy', 'Via del Vantaggio 14, 00186 Rome Italy', 'Via Ottaviano 98, Rome Italy', 'Via delle Colonnette 35, 00186 Rome Italy']",3.6,1,1,1,1,0,1,0,0,Rome,860,199,7
239,Portrait Roma,"['Via Bocca di Leone, 23, 00187 Rome Italy', 'Via Virgilio, 1 E/F/G, 00193 Rome Italy', 'Via di Torre Argentina 44, 00186 Rome Italy', 'Corso Vittorio Emanuele II 102, 00186 Rome Italy', ""Via Dell' Orso 38-39, 00186 Rome Italy"", 'Via Carlo Alberto 13, 00185 Rome Italy', 'Via Cavour 194, 00184 Rome Italy', 'Via del Seminario 87, 00186 Rome Italy', 'Via Marghera 51, 00185 Rome Italy', 'Via del Vantaggio 14, 00186 Rome Italy', 'Via Ottaviano 98, Rome Italy', 'Via delle Colonnette 35, 00186 Rome Italy']",3.6,1,1,1,1,0,1,0,0,Rome,860,199,7
240,Portrait Roma,"['Via Bocca di Leone, 23, 00187 Rome Italy', 'Via Virgilio, 1 E/F/G, 00193 Rome Italy', 'Via di Torre Argentina 44, 00186 Rome Italy', 'Corso Vittorio Emanuele II 102, 00186 Rome Italy', ""Via Dell' Orso 38-39, 00186 Rome Italy"", 'Via Carlo Alberto 13, 00185 Rome Italy', 'Via Cavour 194, 00184 Rome Italy', 'Via del Seminario 87, 00186 Rome Italy', 'Via Marghera 51, 00185 Rome Italy', 'Via del Vantaggio 14, 00186 Rome Italy', 'Via Ottaviano 98, Rome Italy', 'Via delle Colonnette 35, 00186 Rome Italy']",3.6,1,1,1,1,0,1,0,0,Rome,860,199,7
241,Portrait Roma,"['Via Bocca di Leone, 23, 00187 Rome Italy', 'Via Virgilio, 1 E/F/G, 00193 Rome Italy', 'Via di Torre Argentina 44, 00186 Rome Italy', 'Corso Vittorio Emanuele II 102, 00186 Rome Italy', ""Via Dell' Orso 38-39, 00186 Rome Italy"", 'Via Carlo Alberto 13, 00185 Rome Italy', 'Via Cavour 194, 00184 Rome Italy', 'Via del Seminario 87, 00186 Rome Italy', 'Via Marghera 51, 00185 Rome Italy', 'Via del Vantaggio 14, 00186 Rome Italy', 'Via Ottaviano 98, Rome Italy', 'Via delle Colonnette 35, 00186 Rome Italy']",3.6,1,1,1,1,0,1,0,0,Rome,860,199,7
242,Portrait Roma,"['Via Bocca di Leone, 23, 00187 Rome Italy', 'Via Virgilio, 1 E/F/G, 00193 Rome Italy', 'Via di Torre Argentina 44, 00186 Rome Italy', 'Corso Vittorio Emanuele II 102, 00186 Rome Italy', ""Via Dell' Orso 38-39, 00186 Rome Italy"", 'Via Carlo Alberto 13, 00185 Rome Italy', 'Via Cavour 194, 00184 Rome Italy', 'Via del Seminario 87, 00186 Rome Italy', 'Via Marghera 51, 00185 Rome Italy', 'Via del Vantaggio 14, 00186 Rome Italy', 'Via Ottaviano 98, Rome Italy', 'Via delle Colonnette 35, 00186 Rome Italy']",3.6,1,1,1,1,0,1,0,0,Rome,860,199,7
243,Hotel Sonya,"['Via del Viminale 58, 00184 Rome Italy', 'Via Vittorio Veneto 155, 00187 Rome Italy', 'Via Giuseppe Prezzolini 5, 00143 Rome Italy', 'Via Nazionale 230, 00184 Rome Italy', 'Via Palermo 30, 00184 Rome Italy', 'Via di Santa Chiara 61, 00186 Rome Italy', 'Via di Selva Candida 200, Via Casal del Marmo 618 A 200 meters from the GRA, 00166 Rome Italy', 'Via Barnaba Oriani 11, 00197 Rome Italy', 'Lungotevere Arnaldo da Brescia 2, 00196 Rome Italy', 'Lungotevere della Farnesina 2, 00165 Rome Italy', 'Borgo Pio 134, 00193 Rome Italy', 'Via del Viminale 8, 00184 Rome Italy']",3.0,1,1,1,1,0,1,0,1,Rome,151,145,7
244,Hotel Sonya,"['Via del Viminale 58, 00184 Rome Italy', 'Via Vittorio Veneto 155, 00187 Rome Italy', 'Via Giuseppe Prezzolini 5, 00143 Rome Italy', 'Via Nazionale 230, 00184 Rome Italy', 'Via Palermo 30, 00184 Rome Italy', 'Via di Santa Chiara 61, 00186 Rome Italy', 'Via di Selva Candida 200, Via Casal del Marmo 618 A 200 meters from the GRA, 00166 Rome Italy', 'Via Barnaba Oriani 11, 00197 Rome Italy', 'Lungotevere Arnaldo da Brescia 2, 00196 Rome Italy', 'Lungotevere della Farnesina 2, 00165 Rome Italy', 'Borgo Pio 134, 00193 Rome Italy', 'Via del Viminale 8, 00184 Rome Italy']",3.0,1,1,1,1,0,1,0,1,Rome,151,145,7
245,Hotel Sonya,"['Via del Viminale 58, 00184 Rome Italy', 'Via Vittorio Veneto 155, 00187 Rome Italy', 'Via Giuseppe Prezzolini 5, 00143 Rome Italy', 'Via Nazionale 230, 00184 Rome Italy', 'Via Palermo 30, 00184 Rome Italy', 'Via di Santa Chiara 61, 00186 Rome Italy', 'Via di Selva Candida 200, Via Casal del Marmo 618 A 200 meters from the GRA, 00166 Rome Italy', 'Via Barnaba Oriani 11, 00197 Rome Italy', 'Lungotevere Arnaldo da Brescia 2, 00196 Rome Italy', 'Lungotevere della Farnesina 2, 00165 Rome Italy', 'Borgo Pio 134, 00193 Rome Italy', 'Via del Viminale 8, 00184 Rome Italy']",3.0,1,1,1,1,0,1,0,1,Rome,151,145,7
246,Hotel Sonya,"['Via del Viminale 58, 00184 Rome Italy', 'Via Vittorio Veneto 155, 00187 Rome Italy', 'Via Giuseppe Prezzolini 5, 00143 Rome Italy', 'Via Nazionale 230, 00184 Rome Italy', 'Via Palermo 30, 00184 Rome Italy', 'Via di Santa Chiara 61, 00186 Rome Italy', 'Via di Selva Candida 200, Via Casal del Marmo 618 A 200 meters from the GRA, 00166 Rome Italy', 'Via Barnaba Oriani 11, 00197 Rome Italy', 'Lungotevere Arnaldo da Brescia 2, 00196 Rome Italy', 'Lungotevere della Farnesina 2, 00165 Rome Italy', 'Borgo Pio 134, 00193 Rome Italy', 'Via del Viminale 8, 00184 Rome Italy']",3.0,1,1,1,1,0,1,0,1,Rome,151,145,7
247,Hotel Sonya,"['Via del Viminale 58, 00184 Rome Italy', 'Via Vittorio Veneto 155, 00187 Rome Italy', 'Via Giuseppe Prezzolini 5, 00143 Rome Italy', 'Via Nazionale 230, 00184 Rome Italy', 'Via Palermo 30, 00184 Rome Italy', 'Via di Santa Chiara 61, 00186 Rome Italy', 'Via di Selva Candida 200, Via Casal del Marmo 618 A 200 meters from the GRA, 00166 Rome Italy', 'Via Barnaba Oriani 11, 00197 Rome Italy', 'Lungotevere Arnaldo da Brescia 2, 00196 Rome Italy', 'Lungotevere della Farnesina 2, 00165 Rome Italy', 'Borgo Pio 134, 00193 Rome Italy', 'Via del Viminale 8, 00184 Rome Italy']",3.0,1,1,1,1,0,1,0,1,Rome,151,145,7
248,Hotel Sonya,"['Via del Viminale 58, 00184 Rome Italy', 'Via Vittorio Veneto 155, 00187 Rome Italy', 'Via Giuseppe Prezzolini 5, 00143 Rome Italy', 'Via Nazionale 230, 00184 Rome Italy', 'Via Palermo 30, 00184 Rome Italy', 'Via di Santa Chiara 61, 00186 Rome Italy', 'Via di Selva Candida 200, Via Casal del Marmo 618 A 200 meters from the GRA, 00166 Rome Italy', 'Via Barnaba Oriani 11, 00197 Rome Italy', 'Lungotevere Arnaldo da Brescia 2, 00196 Rome Italy', 'Lungotevere della Farnesina 2, 00165 Rome Italy', 'Borgo Pio 134, 00193 Rome Italy', 'Via del Viminale 8, 00184 Rome Italy']",3.0,1,1,1,1,0,1,0,1,Rome,151,145,7
249,Le Meridien Visconti Rome,"['Via Federico Cesi 37, 00193 Rome Italy', 'Via Flaminia 215, 00196 Rome Italy', '', 'Via Tommaso Salvini 18, 00197 Rome Italy', 'Via del Boschetto 13, 00184 Rome Italy', 'Viale Shakespeare 29, 00144 Rome Italy', ""Piazza Sant'Anselmo 2, 00153 Rome Italy"", 'Via della Colonna Antonina 41, 00186 Rome Italy', 'Via Labicana 29/B Close by San Clemente Basilica, 00184 Rome Italy', ""Via della Fonte d'Olio 8 Trastevere, 00153 Rome Italy"", 'Piazza del Viminale 14, 00184 Rome Italy', 'Via delle Capannelle 134, 00178 Rome Italy']",3.0,1,1,1,1,0,1,1,1,Rome,80,160,7
250,Le Meridien Visconti Rome,"['Via Federico Cesi 37, 00193 Rome Italy', 'Via Flaminia 215, 00196 Rome Italy', '', 'Via Tommaso Salvini 18, 00197 Rome Italy', 'Via del Boschetto 13, 00184 Rome Italy', 'Viale Shakespeare 29, 00144 Rome Italy', ""Piazza Sant'Anselmo 2, 00153 Rome Italy"", 'Via della Colonna Antonina 41, 00186 Rome Italy', 'Via Labicana 29/B Close by San Clemente Basilica, 00184 Rome Italy', ""Via della Fonte d'Olio 8 Trastevere, 00153 Rome Italy"", 'Piazza del Viminale 14, 00184 Rome Italy', 'Via delle Capannelle 134, 00178 Rome Italy']",3.0,1,1,1,1,0,1,1,1,Rome,80,160,7
251,Le Meridien Visconti Rome,"['Via Federico Cesi 37, 00193 Rome Italy', 'Via Flaminia 215, 00196 Rome Italy', '', 'Via Tommaso Salvini 18, 00197 Rome Italy', 'Via del Boschetto 13, 00184 Rome Italy', 'Viale Shakespeare 29, 00144 Rome Italy', ""Piazza Sant'Anselmo 2, 00153 Rome Italy"", 'Via della Colonna Antonina 41, 00186 Rome Italy', 'Via Labicana 29/B Close by San Clemente Basilica, 00184 Rome Italy', ""Via della Fonte d'Olio 8 Trastevere, 00153 Rome Italy"", 'Piazza del Viminale 14, 00184 Rome Italy', 'Via delle Capannelle 134, 00178 Rome Italy']",3.0,1,1,1,1,0,1,1,1,Rome,80,160,7
252,Le Meridien Visconti Rome,"['Via Federico Cesi 37, 00193 Rome Italy', 'Via Flaminia 215, 00196 Rome Italy', '', 'Via Tommaso Salvini 18, 00197 Rome Italy', 'Via del Boschetto 13, 00184 Rome Italy', 'Viale Shakespeare 29, 00144 Rome Italy', ""Piazza Sant'Anselmo 2, 00153 Rome Italy"", 'Via della Colonna Antonina 41, 00186 Rome Italy', 'Via Labicana 29/B Close by San Clemente Basilica, 00184 Rome Italy', ""Via della Fonte d'Olio 8 Trastevere, 00153 Rome Italy"", 'Piazza del Viminale 14, 00184 Rome Italy', 'Via delle Capannelle 134, 00178 Rome Italy']",3.0,1,1,1,1,0,1,1,1,Rome,80,160,7
253,Le Meridien Visconti Rome,"['Via Federico Cesi 37, 00193 Rome Italy', 'Via Flaminia 215, 00196 Rome Italy', '', 'Via Tommaso Salvini 18, 00197 Rome Italy', 'Via del Boschetto 13, 00184 Rome Italy', 'Viale Shakespeare 29, 00144 Rome Italy', ""Piazza Sant'Anselmo 2, 00153 Rome Italy"", 'Via della Colonna Antonina 41, 00186 Rome Italy', 'Via Labicana 29/B Close by San Clemente Basilica, 00184 Rome Italy', ""Via della Fonte d'Olio 8 Trastevere, 00153 Rome Italy"", 'Piazza del Viminale 14, 00184 Rome Italy', 'Via delle Capannelle 134, 00178 Rome Italy']",3.0,1,1,1,1,0,1,1,1,Rome,80,160,7
254,Le Meridien Visconti Rome,"['Via Federico Cesi 37, 00193 Rome Italy', 'Via Flaminia 215, 00196 Rome Italy', '', 'Via Tommaso Salvini 18, 00197 Rome Italy', 'Via del Boschetto 13, 00184 Rome Italy', 'Viale Shakespeare 29, 00144 Rome Italy', ""Piazza Sant'Anselmo 2, 00153 Rome Italy"", 'Via della Colonna Antonina 41, 00186 Rome Italy', 'Via Labicana 29/B Close by San Clemente Basilica, 00184 Rome Italy', ""Via della Fonte d'Olio 8 Trastevere, 00153 Rome Italy"", 'Piazza del Viminale 14, 00184 Rome Italy', 'Via delle Capannelle 134, 00178 Rome Italy']",3.0,1,1,1,1,0,1,1,1,Rome,80,160,7
255,Hotel Caravaggio,"['Via Palermo 75, 00184 Rome Italy', ""Via di Santa Maria De' Calderari 47, 00186 Rome Italy"", 'Via Luigi Petroselli 47, 00186 Rome Italy', ""Via Tor De' Conti 17, 00184 Rome Italy"", '', 'Via Vittorio Emanuele Orlando, 3, 00185 Rome Italy', 'Via Rasella 29, 00187 Rome Italy', 'Via Vittorio Veneto 62, 00187 Rome Italy', '', 'Herengracht 519-525, 1017 BV Amsterdam The Netherlands', 'Oudezijds Voorburgwal 197, 1012 EX Amsterdam The Netherlands', 'Prinsengracht 323, 1016 GZ Amsterdam The Netherlands']",3.5,1,1,1,1,0,1,0,1,Amsterdam,625,85,1
256,Hotel Caravaggio,"['Via Palermo 75, 00184 Rome Italy', ""Via di Santa Maria De' Calderari 47, 00186 Rome Italy"", 'Via Luigi Petroselli 47, 00186 Rome Italy', ""Via Tor De' Conti 17, 00184 Rome Italy"", '', 'Via Vittorio Emanuele Orlando, 3, 00185 Rome Italy', 'Via Rasella 29, 00187 Rome Italy', 'Via Vittorio Veneto 62, 00187 Rome Italy', '', 'Herengracht 519-525, 1017 BV Amsterdam The Netherlands', 'Oudezijds Voorburgwal 197, 1012 EX Amsterdam The Netherlands', 'Prinsengracht 323, 1016 GZ Amsterdam The Netherlands']",3.5,1,1,1,1,0,1,0,1,Amsterdam,625,85,1
257,Hotel Caravaggio,"['Via Palermo 75, 00184 Rome Italy', ""Via di Santa Maria De' Calderari 47, 00186 Rome Italy"", 'Via Luigi Petroselli 47, 00186 Rome Italy', ""Via Tor De' Conti 17, 00184 Rome Italy"", '', 'Via Vittorio Emanuele Orlando, 3, 00185 Rome Italy', 'Via Rasella 29, 00187 Rome Italy', 'Via Vittorio Veneto 62, 00187 Rome Italy', '', 'Herengracht 519-525, 1017 BV Amsterdam The Netherlands', 'Oudezijds Voorburgwal 197, 1012 EX Amsterdam The Netherlands', 'Prinsengracht 323, 1016 GZ Amsterdam The Netherlands']",3.5,1,1,1,1,0,1,0,1,Amsterdam,625,85,1
258,Hotel Caravaggio,"['Via Palermo 75, 00184 Rome Italy', ""Via di Santa Maria De' Calderari 47, 00186 Rome Italy"", 'Via Luigi Petroselli 47, 00186 Rome Italy', ""Via Tor De' Conti 17, 00184 Rome Italy"", '', 'Via Vittorio Emanuele Orlando, 3, 00185 Rome Italy', 'Via Rasella 29, 00187 Rome Italy', 'Via Vittorio Veneto 62, 00187 Rome Italy', '', 'Herengracht 519-525, 1017 BV Amsterdam The Netherlands', 'Oudezijds Voorburgwal 197, 1012 EX Amsterdam The Netherlands', 'Prinsengracht 323, 1016 GZ Amsterdam The Netherlands']",3.5,1,1,1,1,0,1,0,1,Amsterdam,625,85,1
259,Hotel Caravaggio,"['Via Palermo 75, 00184 Rome Italy', ""Via di Santa Maria De' Calderari 47, 00186 Rome Italy"", 'Via Luigi Petroselli 47, 00186 Rome Italy', ""Via Tor De' Conti 17, 00184 Rome Italy"", '', 'Via Vittorio Emanuele Orlando, 3, 00185 Rome Italy', 'Via Rasella 29, 00187 Rome Italy', 'Via Vittorio Veneto 62, 00187 Rome Italy', '', 'Herengracht 519-525, 1017 BV Amsterdam The Netherlands', 'Oudezijds Voorburgwal 197, 1012 EX Amsterdam The Netherlands', 'Prinsengracht 323, 1016 GZ Amsterdam The Netherlands']",3.5,1,1,1,1,0,1,0,1,Amsterdam,625,85,1
260,Hotel Caravaggio,"['Via Palermo 75, 00184 Rome Italy', ""Via di Santa Maria De' Calderari 47, 00186 Rome Italy"", 'Via Luigi Petroselli 47, 00186 Rome Italy', ""Via Tor De' Conti 17, 00184 Rome Italy"", '', 'Via Vittorio Emanuele Orlando, 3, 00185 Rome Italy', 'Via Rasella 29, 00187 Rome Italy', 'Via Vittorio Veneto 62, 00187 Rome Italy', '', 'Herengracht 519-525, 1017 BV Amsterdam The Netherlands', 'Oudezijds Voorburgwal 197, 1012 EX Amsterdam The Netherlands', 'Prinsengracht 323, 1016 GZ Amsterdam The Netherlands']",3.5,1,1,1,1,0,1,0,1,Amsterdam,625,85,1
261,Movie Movie Hotel,"['Largo Dei Caduti di El Alamein 9, 00173 Rome Italy', 'Via della Croce 35, 00187 Rome Italy', 'Via Nazionale 18, 00184 Rome Italy', 'Via del Viminale 31 Next to the Opera Theatre, 00184 Rome Italy', 'Via Palestro 19, 00185 Rome Italy', 'Via Cavour 295 Scala A, Int 1, 00184 Rome Italy', 'Singel 303-309, 1012 WJ Amsterdam The Netherlands', 'Herengracht 255, 1016 BJ Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Leidsekade 97, 1017 PN Amsterdam The Netherlands', 'Damrak 1 - 5, 1012 LG Amsterdam The Netherlands', 'Vijzelstraat 49, 1017 HE Amsterdam The Netherlands']",3.0,1,1,1,1,0,1,0,1,Amsterdam,232,177,1
262,Movie Movie Hotel,"['Largo Dei Caduti di El Alamein 9, 00173 Rome Italy', 'Via della Croce 35, 00187 Rome Italy', 'Via Nazionale 18, 00184 Rome Italy', 'Via del Viminale 31 Next to the Opera Theatre, 00184 Rome Italy', 'Via Palestro 19, 00185 Rome Italy', 'Via Cavour 295 Scala A, Int 1, 00184 Rome Italy', 'Singel 303-309, 1012 WJ Amsterdam The Netherlands', 'Herengracht 255, 1016 BJ Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Leidsekade 97, 1017 PN Amsterdam The Netherlands', 'Damrak 1 - 5, 1012 LG Amsterdam The Netherlands', 'Vijzelstraat 49, 1017 HE Amsterdam The Netherlands']",3.0,1,1,1,1,0,1,0,1,Amsterdam,232,177,1
263,Movie Movie Hotel,"['Largo Dei Caduti di El Alamein 9, 00173 Rome Italy', 'Via della Croce 35, 00187 Rome Italy', 'Via Nazionale 18, 00184 Rome Italy', 'Via del Viminale 31 Next to the Opera Theatre, 00184 Rome Italy', 'Via Palestro 19, 00185 Rome Italy', 'Via Cavour 295 Scala A, Int 1, 00184 Rome Italy', 'Singel 303-309, 1012 WJ Amsterdam The Netherlands', 'Herengracht 255, 1016 BJ Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Leidsekade 97, 1017 PN Amsterdam The Netherlands', 'Damrak 1 - 5, 1012 LG Amsterdam The Netherlands', 'Vijzelstraat 49, 1017 HE Amsterdam The Netherlands']",3.0,1,1,1,1,0,1,0,1,Amsterdam,232,177,1
264,Movie Movie Hotel,"['Largo Dei Caduti di El Alamein 9, 00173 Rome Italy', 'Via della Croce 35, 00187 Rome Italy', 'Via Nazionale 18, 00184 Rome Italy', 'Via del Viminale 31 Next to the Opera Theatre, 00184 Rome Italy', 'Via Palestro 19, 00185 Rome Italy', 'Via Cavour 295 Scala A, Int 1, 00184 Rome Italy', 'Singel 303-309, 1012 WJ Amsterdam The Netherlands', 'Herengracht 255, 1016 BJ Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Leidsekade 97, 1017 PN Amsterdam The Netherlands', 'Damrak 1 - 5, 1012 LG Amsterdam The Netherlands', 'Vijzelstraat 49, 1017 HE Amsterdam The Netherlands']",3.0,1,1,1,1,0,1,0,1,Amsterdam,232,177,1
